SA2_code,SA2_name,2021,2026,2031,2036,2041,2046
307021180.0,Jondaryan,7747.999999999999,7891.5947202924835,8049.313951993853,8181.108681837149,8273.529605958884,8341.767676149315
307021181.0,Millmerran,3252.9999999999995,3211.7800862068807,3223.53304428349,3226.125369864633,3208.1207362723726,3164.1384552644704
307021182.0,Pittsworth,5828.0,5892.590004588473,6032.597293987637,6150.80485948884,6221.508582981609,6230.395476373341
307021183.0,Wambo,17336.0,17619.557239751528,17910.661979038436,18145.525135324413,18333.6289183658,18494.897971817878
307031184.0,Clifton - Greenmount,5145.0,5255.399123281093,5404.583447638754,5552.385714023025,5671.788799952241,5822.984771078965
307031185.0,Southern Downs - East,4383.999999999999,4449.05253558991,4515.407866708133,4564.108903306983,4578.5578143027415,4550.601471602678
307031186.0,Southern Downs - West,5020.0,5196.900934224933,5269.242946734589,5321.743309893894,5334.825284455785,5298.799618630936
307031187.0,Stanthorpe,5314.0,5158.825315336508,5115.206633601918,5062.265299758489,4983.275192854518,4870.834244993714
307031188.0,Stanthorpe Surrounds,6283.999999999999,6527.902375337921,6842.8915317922765,7089.46868681329,7249.3454892464515,7316.847250767947
307031189.0,Warwick,15758.999999999998,15957.684766752984,16283.832868846852,16601.561012952367,16874.265215309682,17122.807989684592
308011190.0,Central Highlands - East,7309.000000000001,7162.213688323372,7004.723148245232,6839.648963043131,6665.858056243801,6485.0940361222165
308011191.0,Central Highlands - West,7687.000000000002,7552.826533231675,7414.6771103804795,7316.0473229654635,7257.718571863709,7236.604743297565
308011192.0,Emerald,14356.000000000002,14994.779288021487,15584.810533136613,16171.886346671532,16736.06549337845,17263.13396899272
308031205.0,Berserker,7113.0,7097.643343181642,7010.227848542321,6974.917247800433,7009.104630256081,7082.032783133261
308031206.0,Bouldercombe,1965.0,1924.842653780307,1883.4111130602244,1864.2030141543619,1866.5826063907034,1901.7857129182648
308031207.0,Emu Park,5837.0,6496.422796409994,7305.932687345514,8194.166424699877,9117.950946116684,10687.031361037425
308031208.0,Frenchville - Mount Archer,9154.0,9173.5528562181,9146.249733513137,9170.773466301665,9262.687909583809,9402.912224324653
308031209.0,Glenlee - Rockyview,5286.0,5761.476683447776,6256.136492901329,6738.052658928788,7171.601727109404,7444.1182357986745
308031210.0,Gracemere,12582.0,13568.889836832257,14519.893479927125,15412.48094372757,16311.831844834342,17864.238354921643
308031211.0,Lakes Creek,4944.0,4988.3154353668,4930.084489004263,4899.412991964398,4898.730362807127,4910.40860438751
308031212.0,Mount Morgan,2960.0,2976.627284688928,2990.1529846483872,3005.8047618330606,3020.2638635592652,3031.2061268825196
308031213.0,Norman Gardens,10828.0,11050.01329960382,11020.084711379015,11048.63262347277,11154.241161991948,11326.402274362688
308031214.0,Park Avenue,5343.0,5286.332323808826,5158.22794292823,5059.191693824552,4996.52146581239,4950.546839288242
308031215.0,Parkhurst - Kawana,7559.0,8905.217286883855,10756.380063262253,12431.228993937732,13892.16495169055,15277.68865466439
308031216.0,Rockhampton - West,5954.0,5824.804069008792,5646.651112826304,5536.2373364378645,5501.677685546111,5522.857147316165
308031217.0,Rockhampton City,3402.0,3432.872241082964,3379.1570737025704,3331.6607703863847,3303.3527184832506,3287.692174439342
308031218.0,Rockhampton Surrounds - East,3533.0,3800.468638551935,3989.4696645575414,4195.0055822069035,4396.2752411885895,4597.432713903065
308031219.0,Rockhampton Surrounds - North,4628.0,4765.790357579078,4814.343665929895,4880.716174383004,4975.7151049985505,5128.532163700081
308031220.0,Rockhampton Surrounds - West,3025.0000000000005,3127.997781495463,3281.8896124683115,3430.312177061852,3569.850127524649,3698.4489523965326
308031221.0,Shoalwater Bay,22.0,21.98627323816352,21.892335092177053,21.92188893206825,22.115664956713285,22.394455201090548
308031222.0,The Range - Allenstown,8075.0,8153.537309538784,8082.171959820137,8051.8795798950105,8075.414137399421,8123.321645318472
308031223.0,Yeppoon,20575.0,23297.044207058952,27091.425888314512,30666.926420130287,33782.90454494335,35110.70473235379
